"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","2E-07","2E-06"
"3","3","258.5","7E-06","7E-07"
"4","4","338.1","1E-06","6E-06"
"5","5","328.3","1E-34","2E-15"
"6","6","330.2","7E-06","4E-06"
"7","7","308","0.0005","8E-06"
