"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","1E-06","2E-06"
"3","3","258.5","4E-05","1E-06"
"4","4","338.1","3E-05","3E-06"
"5","5","328.3","0.0002","2E-06"
"6","6","330.2","4E-05","2E-06"
"7","7","308","2E-18","3E-12"
