"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0","7E-17"
"3","3","258.5","0","5E-23"
"4","4","338.1","0","7E-18"
"5","5","328.3","0","3E-16"
"6","6","330.2","0","6E-23"
"7","7","308","0","1E-17"
