"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","8E-39","1E-15"
"3","3","258.5","0.0004","2E-05"
"4","4","338.1","2E-40","4E-16"
"5","5","328.3","0","7E-18"
"6","6","330.2","0","9E-21"
"7","7","308","0","3E-20"
