"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","3E-05","2E-05"
"3","3","258.5","0","2E-19"
"4","4","338.1","0","1E-19"
"5","5","328.3","0","2E-18"
"6","6","330.2","0","9E-27"
"7","7","308","0","3E-20"
