"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0.0002","3E-05"
"3","3","258.5","0.0002","3E-06"
"4","4","338.1","0.0002","2E-05"
"5","5","328.3","0.049","2E-05"
"6","6","330.2","0.001","1E-05"
"7","7","308","0.006","9E-06"
