"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0","1E-19"
"3","3","258.5","2E-43","1E-15"
"4","4","338.1","0","1E-25"
"5","5","328.3","0","1E-21"
"6","6","330.2","2E-40","4E-15"
"7","7","308","0","4E-17"
