"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0","1E-17"
"3","3","258.5","0","8E-20"
"4","4","338.1","6E-07","7E-07"
"5","5","328.3","0","2E-17"
"6","6","330.2","5E-39","1E-14"
"7","7","308","0.001","5E-06"
