"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0.0002","4E-06"
"3","3","258.5","4E-07","5E-07"
"4","4","338.1","1E-05","2E-06"
"5","5","328.3","1E-27","1E-13"
"6","6","330.2","1E-29","1E-13"
"7","7","308","0.003","7E-06"
