"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","1E-05","4E-07"
"3","3","258.5","2E-07","6E-07"
"4","4","338.1","7E-06","5E-06"
"5","5","328.3","2E-06","1E-06"
"6","6","330.2","2E-06","3E-06"
"7","7","308","1E-06","4E-07"
