"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0","4E-16"
"3","3","258.5","0","2E-17"
"4","4","338.1","2E-08","4E-07"
"5","5","328.3","0","8E-21"
"6","6","330.2","0","7E-19"
"7","7","308","0","2E-20"
