"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","1E-06","3E-06"
"3","3","258.5","2E-12","4E-08"
"4","4","338.1","8E-39","9E-15"
"5","5","328.3","2E-39","7E-15"
"6","6","330.2","0","3E-18"
"7","7","308","0","1E-17"
