"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","7E-15","2E-08"
"3","3","258.5","0","5E-17"
"4","4","338.1","2E-13","3E-08"
"5","5","328.3","9E-34","2E-14"
"6","6","330.2","6E-11","1E-07"
"7","7","308","9E-07","6E-07"
