"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0","3E-17"
"3","3","258.5","7E-05","9E-06"
"4","4","338.1","1E-30","6E-14"
"5","5","328.3","1E-06","1E-06"
"6","6","330.2","0","2E-25"
"7","7","308","2E-05","3E-07"
