"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","2E-36","1E-14"
"3","3","258.5","0","1E-16"
"4","4","338.1","0","4E-20"
"5","5","328.3","1E-43","1E-15"
"6","6","330.2","0","2E-21"
"7","7","308","2E-07","9E-08"
