"rank","item","obs","au","np"
"1","1","-258.5","1","1"
"2","2","343","0.0001","1E-06"
"3","3","258.5","9E-06","1E-06"
"4","4","338.1","0.0004","2E-06"
"5","5","328.3","0.0002","8E-07"
"6","6","330.2","0.0003","1E-06"
"7","7","308","4E-05","3E-06"
