"rank","item","obs","au","np"
"1","1","-0","0.543","0.25"
"2","2","1.7","0.417","0.458"
"3","3","0","0.52","0.298"
"4","4","1.7","0.416","0.458"
"5","5","1.7","0.418","0.457"
