"rank","item","obs","au","np"
"1","1","-0","0.528","0.248"
"2","2","1.7","0.424","0.46"
"3","3","0","0.526","0.299"
"4","4","1.7","0.423","0.46"
"5","5","1.7","0.424","0.46"
