"rank","item","obs","au","np"
"1","1","-0","0.551","0.25"
"2","2","1.7","0.391","0.458"
"3","3","0","0.546","0.299"
"4","4","1.7","0.39","0.458"
"5","5","1.7","0.392","0.458"
