"rank","item","obs","au","np"
"1","1","-0","0.546","0.251"
"2","2","1.7","0.406","0.458"
"3","3","0","0.53","0.298"
"4","4","1.7","0.408","0.457"
"5","5","1.7","0.406","0.457"
