"rank","item","obs","au","np"
"1","1","-0","0.709","0.507"
"2","2","1.7","0.393","0.458"
"3","3","0","0.537","0.297"
"4","4","1.7","0.395","0.458"
"5","5","1.7","0.394","0.458"
