"rank","item","obs","au","np"
"1","1","-0","0.536","0.248"
"2","2","1.7","0.413","0.46"
"3","3","0","0.536","0.298"
"4","4","1.7","0.414","0.46"
"5","5","1.7","0.413","0.46"
