"rank","item","obs","au","np"
"1","1","-0","0.541","0.251"
"2","2","1.7","0.425","0.458"
"3","3","0","0.513","0.297"
"4","4","1.7","0.426","0.458"
"5","5","1.7","0.425","0.458"
