"rank","item","obs","au","np"
"1","1","-0","0.554","0.253"
"2","2","1.7","0.412","0.458"
"3","3","0","0.516","0.295"
"4","4","1.7","0.414","0.458"
"5","5","1.7","0.415","0.457"
