"rank","item","obs","au","np"
"1","1","-0","0.701","0.504"
"2","2","1.7","0.419","0.461"
"3","3","0","0.509","0.293"
"4","4","1.7","0.419","0.461"
"5","5","1.7","0.414","0.128"
