"rank","item","obs","au","np"
"1","1","-0","0.695","0.508"
"2","2","1.7","0.415","0.459"
"3","3","0","0.517","0.298"
"4","4","1.7","0.415","0.459"
"5","5","1.7","0.414","0.459"
