"rank","item","obs","au","np"
"1","1","-0","0.55","0.25"
"2","2","1.7","0.408","0.461"
"3","3","0","0.524","0.295"
"4","4","1.7","0.408","0.461"
"5","5","1.7","0.407","0.461"
