"rank","item","obs","au","np"
"1","1","-0","0.54","0.249"
"2","2","1.7","0.416","0.462"
"3","3","0","0.523","0.296"
"4","4","1.7","0.417","0.461"
"5","5","1.7","0.414","0.462"
