"rank","item","obs","au","np"
"1","1","-0","0.519","0.249"
"2","2","1.7","0.431","0.461"
"3","3","0","0.527","0.297"
"4","4","1.7","0.432","0.46"
"5","5","1.7","0.431","0.46"
