"rank","item","obs","au","np"
"1","1","-0","0.521","0.249"
"2","2","1.7","0.428","0.46"
"3","3","0","0.525","0.297"
"4","4","1.7","0.43","0.46"
"5","5","1.7","0.43","0.46"
