"rank","item","obs","au","np"
"1","1","-0","0.529","0.251"
"2","2","1.7","0.412","0.461"
"3","3","0","0.539","0.294"
"4","4","1.7","0.412","0.461"
"5","5","1.7","0.411","0.461"
