"rank","item","obs","au","np"
"1","1","-0","0.558","0.249"
"2","2","1.7","0.412","0.459"
"3","3","0","0.514","0.297"
"4","4","1.7","0.412","0.46"
"5","5","1.7","0.413","0.459"
