"rank","item","obs","au","np"
"1","1","-12.3","0.806","0.649"
"2","2","12.3","0.221","0.127"
"3","3","16.4","0.274","0.227"
"4","4","272.4","0","1E-17"
"5","5","267.7","0","3E-25"
"6","6","352.6","0","1E-17"
"7","7","198.3","0","2E-16"
"8","8","182.5","2E-10","4E-08"
"9","9","132.1","5E-05","3E-05"
