"rank","item","obs","au","np"
"1","1","-12.3","0.808","0.651"
"2","2","12.3","0.223","0.128"
"3","3","16.4","0.27","0.223"
"4","4","272.4","0","2E-19"
"5","5","267.7","3E-23","6E-13"
"6","6","352.6","5E-08","9E-07"
"7","7","198.3","9E-11","2E-07"
"8","8","182.5","0","5E-27"
"9","9","132.1","0.0003","8E-06"
