"rank","item","obs","au","np"
"1","1","-12.3","0.809","0.654"
"2","2","12.3","0.23","0.126"
"3","3","16.4","0.261","0.223"
"4","4","272.4","0","5E-18"
"5","5","267.7","0.001","4E-05"
"6","6","352.6","4E-30","5E-14"
"7","7","198.3","0","4E-18"
"8","8","182.5","0","3E-18"
"9","9","132.1","6E-07","3E-06"
