"rank","item","obs","au","np"
"1","1","-12.3","0.816","0.657"
"2","2","12.3","0.235","0.123"
"3","3","16.4","0.247","0.222"
"4","4","272.4","9E-06","2E-06"
"5","5","267.7","5E-40","6E-15"
"6","6","352.6","1E-06","2E-06"
"7","7","198.3","5E-22","1E-12"
"8","8","182.5","1E-05","2E-06"
"9","9","132.1","5E-05","2E-05"
