"rank","item","obs","au","np"
"1","1","-12.3","0.818","0.654"
"2","2","12.3","0.221","0.125"
"3","3","16.4","0.255","0.223"
"4","4","272.4","4E-41","2E-15"
"5","5","267.7","0.001","2E-06"
"6","6","352.6","0","4E-19"
"7","7","198.3","0","2E-18"
"8","8","182.5","5E-06","2E-06"
"9","9","132.1","0.0002","2E-05"
