"rank","item","obs","au","np"
"1","1","-12.3","0.812","0.652"
"2","2","12.3","0.229","0.125"
"3","3","16.4","0.258","0.225"
"4","4","272.4","0.0002","6E-07"
"5","5","267.7","0","8E-18"
"6","6","352.6","0","2E-17"
"7","7","198.3","0","2E-19"
"8","8","182.5","3E-06","7E-07"
"9","9","132.1","7E-06","5E-06"
