"rank","item","obs","au","np"
"1","1","-12.3","0.802","0.652"
"2","2","12.3","0.246","0.126"
"3","3","16.4","0.259","0.225"
"4","4","272.4","7E-11","7E-08"
"5","5","267.7","3E-13","9E-09"
"6","6","352.6","4E-05","1E-07"
"7","7","198.3","2E-05","1E-05"
"8","8","182.5","0.0003","4E-05"
"9","9","132.1","3E-05","2E-05"
