"rank","item","obs","au","np"
"1","1","-12.3","0.797","0.651"
"2","2","12.3","0.213","0.125"
"3","3","16.4","0.292","0.226"
"4","4","272.4","0","1E-21"
"5","5","267.7","3E-18","2E-11"
"6","6","352.6","0","8E-31"
"7","7","198.3","5E-15","8E-10"
"8","8","182.5","0.001","3E-06"
"9","9","132.1","1E-05","6E-06"
