"rank","item","obs","au","np"
"1","1","-12.3","0.796","0.654"
"2","2","12.3","0.238","0.125"
"3","3","16.4","0.273","0.224"
"4","4","272.4","0","3E-19"
"5","5","267.7","4E-05","5E-06"
"6","6","352.6","0","6E-22"
"7","7","198.3","0","1E-17"
"8","8","182.5","0","7E-16"
"9","9","132.1","3E-05","7E-06"
