"rank","item","obs","au","np"
"1","1","-12.3","0.805","0.653"
"2","2","12.3","0.224","0.124"
"3","3","16.4","0.271","0.225"
"4","4","272.4","0.0002","1E-05"
"5","5","267.7","0","2E-23"
"6","6","352.6","0","3E-24"
"7","7","198.3","0","2E-16"
"8","8","182.5","3E-05","2E-05"
"9","9","132.1","1E-06","3E-06"
