"rank","item","obs","au","np"
"1","1","-12.3","0.796","0.652"
"2","2","12.3","0.238","0.126"
"3","3","16.4","0.274","0.225"
"4","4","272.4","0.001","8E-07"
"5","5","267.7","9E-07","5E-07"
"6","6","352.6","0","3E-21"
"7","7","198.3","4E-06","5E-07"
"8","8","182.5","2E-06","6E-06"
"9","9","132.1","6E-06","6E-06"
