"rank","item","obs","au","np"
"1","1","-12.3","0.815","0.651"
"2","2","12.3","0.222","0.126"
"3","3","16.4","0.259","0.225"
"4","4","272.4","8E-05","1E-05"
"5","5","267.7","0","2E-25"
"6","6","352.6","0.0002","7E-06"
"7","7","198.3","0","2E-24"
"8","8","182.5","5E-05","7E-06"
"9","9","132.1","7E-05","9E-06"
