"rank","item","obs","au","np"
"1","1","-12.3","0.798","0.652"
"2","2","12.3","0.22","0.125"
"3","3","16.4","0.284","0.225"
"4","4","272.4","1E-05","7E-06"
"5","5","267.7","0","1E-34"
"6","6","352.6","2E-41","1E-15"
"7","7","198.3","2E-06","2E-07"
"8","8","182.5","1E-05","4E-05"
"9","9","132.1","0.001","1E-05"
