"rank","item","obs","au","np"
"1","1","-12.3","0.814","0.652"
"2","2","12.3","0.219","0.125"
"3","3","16.4","0.263","0.226"
"4","4","272.4","5E-39","1E-15"
"5","5","267.7","1E-40","5E-15"
"6","6","352.6","0","8E-18"
"7","7","198.3","3E-27","3E-13"
"8","8","182.5","1E-05","5E-06"
"9","9","132.1","2E-06","3E-06"
