"rank","item","obs","au","np"
"1","1","-12.3","0.815","0.653"
"2","2","12.3","0.219","0.125"
"3","3","16.4","0.261","0.224"
"4","4","272.4","1E-45","7E-16"
"5","5","267.7","4E-07","6E-07"
"6","6","352.6","1E-39","8E-15"
"7","7","198.3","2E-07","5E-06"
"8","8","182.5","6E-05","3E-05"
"9","9","132.1","0.0003","4E-05"
