"rank","item","obs","au","np"
"1","1","-12.3","0.817","0.654"
"2","2","12.3","0.199","0.125"
"3","3","16.4","0.272","0.224"
"4","4","272.4","0.0002","2E-05"
"5","5","267.7","2E-06","2E-06"
"6","6","352.6","3E-05","7E-07"
"7","7","198.3","0","3E-17"
"8","8","182.5","0.0004","2E-05"
"9","9","132.1","1E-07","2E-06"
