"rank","item","obs","au","np"
"1","1","0","0.393","0.11"
"2","2","0","0.039","0.008"
"3","3","-0","0.616","0.325"
"4","4","0","0.011","0.0003"
"5","5","0","0.065","0.041"
"6","6","0","0.584","0.077"
"7","7","0","0.134","0.02"
"8","8","0","0.541","0.176"
"9","9","0","0.274","0.0005"
"10","10","0","0.0003","1E-05"
"11","11","0","2E-40","5E-15"
"12","12","0","0.547","0.257"
"13","13","0","3E-43","7E-16"
"14","14","0","0.001","3E-05"
"15","15","0","5E-10","2E-08"
"16","16","0","3E-05","1E-06"
