"rank","item","obs","au","np"
"1","1","0","0.386","0.113"
"2","2","0","0.04","0.008"
"3","3","-0","0.611","0.321"
"4","4","0","0.004","0.0002"
"5","5","0","0.076","0.045"
"6","6","0","0.568","0.075"
"7","7","0","0.092","0.011"
"8","8","0","0.563","0.182"
"9","9","0","0.843","0.489"
"10","10","0","0.001","4E-06"
"11","11","0","0","4E-21"
"12","12","0","0.55","0.253"
"13","13","0","0","4E-20"
"14","14","0","0.001","3E-05"
"15","15","0","2E-35","8E-15"
"16","16","0","9E-31","8E-14"
