"rank","item","obs","au","np"
"1","1","0","0.398","0.11"
"2","2","0","0.045","0.008"
"3","3","-0","0.605","0.325"
"4","4","0","0.012","0.0004"
"5","5","0","0.061","0.039"
"6","6","0","0.556","0.08"
"7","7","0","0.086","0.011"
"8","8","0","0.567","0.179"
"9","9","0","0.003","3E-06"
"10","10","0","0.005","4E-05"
"11","11","0","0","3E-22"
"12","12","0","0.55","0.255"
"13","13","0","0","1E-19"
"14","14","0","0.026","0.0002"
"15","15","0","0","2E-16"
"16","16","0","0","9E-18"
