"rank","item","obs","au","np"
"1","1","0","0.383","0.113"
"2","2","0","0.031","0.007"
"3","3","-0","0.605","0.317"
"4","4","0","0.006","0.0001"
"5","5","0","0.068","0.044"
"6","6","0","0.568","0.078"
"7","7","0","0.102","0.014"
"8","8","0","0.572","0.178"
"9","9","0","0","2E-19"
"10","10","0","0","2E-18"
"11","11","0","0","4E-19"
"12","12","0","0.564","0.256"
"13","13","0","0","6E-17"
"14","14","0","0.004","0.0001"
"15","15","0","7E-37","6E-15"
"16","16","0","0","3E-17"
