"rank","item","obs","au","np"
"1","1","0","0.384","0.113"
"2","2","0","0.035","0.008"
"3","3","-0","0.612","0.324"
"4","4","0","0.001","8E-05"
"5","5","0","0.07","0.04"
"6","6","0","0.549","0.076"
"7","7","0","0.085","0.011"
"8","8","0","0.558","0.181"
"9","9","0","0.839","0.492"
"10","10","0","0.001","5E-06"
"11","11","0","7E-10","1E-07"
"12","12","0","0.556","0.254"
"13","13","0","0","3E-21"
"14","14","0","0.041","0.0003"
"15","15","0","0","7E-24"
"16","16","0","2E-33","1E-14"
