"rank","item","obs","au","np"
"1","1","0","0.389","0.116"
"2","2","0","0.034","0.008"
"3","3","-0","0.619","0.322"
"4","4","0","0.028","0.001"
"5","5","0","0.071","0.046"
"6","6","0","0.56","0.076"
"7","7","0","0.086","0.011"
"8","8","0","0.561","0.17"
"9","9","0","0.032","7E-05"
"10","10","0","0.008","0.0002"
"11","11","0","5E-09","2E-07"
"12","12","0","0.555","0.259"
"13","13","0","2E-12","1E-08"
"14","14","0","0.007","0.0001"
"15","15","0","0","8E-21"
"16","16","0","2E-39","7E-16"
