"rank","item","obs","au","np"
"1","1","0","0.396","0.115"
"2","2","0","0.018","0.007"
"3","3","-0","0.607","0.325"
"4","4","0","0.008","0.0004"
"5","5","0","0.062","0.041"
"6","6","0","0.578","0.076"
"7","7","0","0.103","0.013"
"8","8","0","0.55","0.167"
"9","9","0","0.008","2E-05"
"10","10","0","0.003","5E-05"
"11","11","0","0","6E-25"
"12","12","0","0.573","0.269"
"13","13","0","1E-23","3E-14"
"14","14","0","0.059","0.0005"
"15","15","0","0","1E-18"
"16","16","0","0","1E-28"
