"rank","item","obs","au","np"
"1","1","0","0.391","0.115"
"2","2","0","0.041","0.008"
"3","3","-0","0.615","0.328"
"4","4","0","0.0003","5E-05"
"5","5","0","0.063","0.043"
"6","6","0","0.568","0.075"
"7","7","0","0.097","0.011"
"8","8","0","0.562","0.173"
"9","9","0","0.829","0.489"
"10","10","0","0.006","6E-05"
"11","11","0","0","1E-16"
"12","12","0","0.548","0.254"
"13","13","0","0","4E-22"
"14","14","0","0.015","0.0002"
"15","15","0","0","6E-18"
"16","16","0","4E-38","2E-15"
