"rank","item","obs","au","np"
"1","1","0","0.386","0.109"
"2","2","0","0.034","0.007"
"3","3","-0","0.607","0.326"
"4","4","0","4E-07","5E-06"
"5","5","0","0.079","0.042"
"6","6","0","0.55","0.078"
"7","7","0","0.103","0.013"
"8","8","0","0.56","0.182"
"9","9","0","0.271","0.0002"
"10","10","0","0.026","0.0004"
"11","11","0","0","2E-17"
"12","12","0","0.545","0.25"
"13","13","0","2E-12","2E-08"
"14","14","0","0.069","0.0005"
"15","15","0","3E-45","6E-16"
"16","16","0","6E-44","5E-16"
