"rank","item","obs","au","np"
"1","1","0","0.385","0.11"
"2","2","0","0.045","0.008"
"3","3","-0","0.622","0.325"
"4","4","0","1E-06","2E-05"
"5","5","0","0.057","0.041"
"6","6","0","0.568","0.076"
"7","7","0","0.109","0.013"
"8","8","0","0.561","0.178"
"9","9","0","0.837","0.488"
"10","10","0","0","3E-18"
"11","11","0","4E-38","1E-14"
"12","12","0","0.551","0.256"
"13","13","0","0","1E-21"
"14","14","0","5E-05","1E-05"
"15","15","0","6E-34","5E-14"
"16","16","0","1E-40","2E-15"
