"rank","item","obs","au","np"
"1","1","0","0.377","0.116"
"2","2","0","0.031","0.007"
"3","3","-0","0.607","0.316"
"4","4","0","0.005","0.0002"
"5","5","0","0.069","0.043"
"6","6","0","0.565","0.075"
"7","7","0","0.106","0.016"
"8","8","0","0.563","0.179"
"9","9","0","0.835","0.492"
"10","10","0","2E-07","8E-07"
"11","11","0","0","2E-18"
"12","12","0","0.56","0.26"
"13","13","0","0","1E-17"
"14","14","0","0.004","6E-05"
"15","15","0","0","1E-19"
"16","16","0","0","3E-18"
