"rank","item","obs","au","np"
"1","1","0","0.389","0.108"
"2","2","0","0.038","0.008"
"3","3","-0","0.618","0.322"
"4","4","0","0.0003","5E-05"
"5","5","0","0.068","0.043"
"6","6","0","0.578","0.078"
"7","7","0","0.093","0.013"
"8","8","0","0.561","0.175"
"9","9","0","0.847","0.49"
"10","10","0","0.0003","7E-06"
"11","11","0","0","8E-18"
"12","12","0","0.55","0.26"
"13","13","0","4E-11","1E-07"
"14","14","0","0.033","6E-05"
"15","15","0","0.035","0.0004"
"16","16","0","2E-26","4E-13"
