"rank","item","obs","au","np"
"1","1","0","0.361","0.108"
"2","2","0","0.037","0.009"
"3","3","-0","0.619","0.323"
"4","4","0","0.002","0.0001"
"5","5","0","0.071","0.039"
"6","6","0","0.541","0.078"
"7","7","0","0.087","0.011"
"8","8","0","0.554","0.18"
"9","9","0","0.003","3E-05"
"10","10","0","0.006","0.0001"
"11","11","0","0.0004","3E-06"
"12","12","0","0.567","0.259"
"13","13","0","2E-10","1E-07"
"14","14","0","0.005","6E-05"
"15","15","0","0.003","5E-06"
"16","16","0","0.01","3E-06"
