"rank","item","obs","au","np"
"1","1","0","0.405","0.111"
"2","2","0","0.027","0.008"
"3","3","-0","0.67","0.318"
"4","4","0","0.004","0.0002"
"5","5","0","0.131","0.042"
"6","6","0","0.516","0.079"
"7","7","0","0.094","0.014"
"8","8","0","0.386","0.182"
"9","9","0","0.799","0.484"
"10","10","0","3E-05","6E-06"
"11","11","0","1E-45","3E-16"
"12","12","0","0.601","0.254"
"13","13","0","1E-41","5E-16"
"14","14","0","0.002","4E-05"
"15","15","0","0.002","2E-06"
"16","16","0","0.001","1E-05"
