"rank","item","obs","au","np"
"1","1","0","0.407","0.112"
"2","2","0","0.023","0.008"
"3","3","-0","0.677","0.316"
"4","4","0","0.002","0.0001"
"5","5","0","0.123","0.043"
"6","6","0","0.493","0.08"
"7","7","0","0.073","0.013"
"8","8","0","0.4","0.183"
"9","9","0","0.794","0.483"
"10","10","0","1E-06","9E-06"
"11","11","0","0.001","2E-05"
"12","12","0","0.605","0.253"
"13","13","0","5E-44","8E-16"
"14","14","0","0.0001","2E-05"
"15","15","0","1E-05","3E-07"
"16","16","0","6E-45","6E-17"
