"rank","item","obs","au","np"
"1","1","0","0.366","0.115"
"2","2","0","0.025","0.008"
"3","3","-0","0.664","0.315"
"4","4","0","0.002","0.0001"
"5","5","0","0.124","0.042"
"6","6","0","0.498","0.077"
"7","7","0","0.09","0.014"
"8","8","0","0.411","0.185"
"9","9","0","0.798","0.486"
"10","10","0","0.001","4E-05"
"11","11","0","3E-12","4E-08"
"12","12","0","0.631","0.252"
"13","13","0","0","3E-21"
"14","14","0","0.008","0.0001"
"15","15","0","6E-38","3E-15"
"16","16","0","0.006","3E-05"
